Bolagsnamn;Info;Info;Info;Info;Info;Info;Info;Kursutveck.;Kursutveck.;Utdelning;Utdelning;P/E;P/S;P/B;EV;Volym;ROE;ROE;ROIC;ROIC;Vinsttillväxt;Vinsttillväxt;FCF;FCF;Börsvärde;Antal Aktier;Vinst/Aktie;Trad.volym;Volatilitet
;Land;Lista;Sektor;Bransch;Ticker;Instrument;Rapport;Utveck.  5 år;Utveck.  3 år;Snitt 5 år;Snitt 3 år;Senaste;Senaste;Senaste;Senaste;Snitt 100d;Snitt 3 år;Snitt 5 år;Snitt 5 år;Snitt 3 år;År. tillv. 5 år;År. tillv. 3 år;Snitt 5 år;Snitt 3 år;Senaste;Senaste;Senaste;Volym 50d;St.avk. 100d
Amasten Pref;Sverige;First North;Finans & Fastighet;Fastigheter;AMAST PREF;Pref;Q4-2017;;0.03448276;20;20;;;;300;1057.86;;;;;;;;;300;1;;;10.08645
Amazon;USA;"NYSE & Nasdaq
";Informationsteknik;Programvara & Internet;AMZN;Aktier;Q1-2018;5.151716;2.765288;;;197.8971;4.033834;24.76918;778989.6;5532591;0.1191891;0.07593212;0.05155619;0.07943003;0.6847193;0.8542548;-814.8;-3773.667;779312.6;484;8.1363;0.01099065;30.23643
Ambea;Sverige;Mid Cap;Hälsovård;Sjukvård;AMBEA;Aktier;Q1-2018;;;0.4;0.6666667;17.63951;0.7510471;1.754215;6508.722;53746.35;0.08416808;0.08476666;0.06734932;0.06212165;;0.1439504;-199.8;-348.3333;4462.722;67.617;3.7416;0.000567927;35.05513
Ambia Trading;Sverige;Aktietorget;Industri;Handel & Distribution;AMBI;Aktier;Q4-2017;;0.5779818;;;16.38563;0.04948644;1.874642;88.9716;967.17;0.04709648;0.07874053;0.06002688;0.0896523;0.3836268;0.101845;-10.4114;-12.74933;44.5996;2.593;1.0497;0.000381219;71.87807
Ambu;Denmark;Large Cap;Hälsovård;Sjukvård;AMBU B;Aktier;Q2-2018;19.24665;3.841026;;0.35;163.082;18.75977;26.31774;46902.28;530346.4;0.2162465;;;0.1420944;;0.2249212;;-38.66667;45661.28;241.85;1.1577;0.002716092;44.04646
Amer Sports;Finland;Large Cap;Sällanköpsvaror;Konsument;AMEAS;Aktier;Q1-2018;0.9689484;0.2025862;0.604;0.6733333;32.6354;1.212998;3.870423;3727.49;391830.5;0.1167242;0.1087919;0.07262753;0.07479351;0.0232743;-0.06221913;78.84;93.73333;3211.29;115.1;0.8549;0.003252228;27.11681
American Shipping;Norge;OB Match;Industri;Tjänster & Leverans;AMSC;Aktier;Q4-2017;0.6668981;-0.3228043;2.46856;3.411267;20.67022;2.307117;1.1051;6217.812;165220.7;0.05177025;0.1348434;0.0207254;0.01306398;;-0.2194408;357.695;481.2086;1600.262;60.616;1.2772;0.003903224;29.09861
Amhult 2;Sverige;Aktietorget;Finans & Fastighet;Fastigheter;AMH2 B;Aktier;Q1-2018;1.961255;0.2153192;;;8.6448;15.28884;0.9459891;447.4698;4631.14;0.08662357;0.1338746;0.1221034;0.06170379;;-0.006205993;-10.7506;-24.01467;488.8758;6.847;8.2593;0.000644279;28.5184
Amnode;Sverige;Aktietorget;Industri;Produktion;AMNO;Aktier;Q1-2018;;-0.9847619;;;-0.4088586;0.1023126;0.4114349;28.82621;871383.6;-0.8133903;-0.6488609;-0.5110301;-0.653063;;;-7.543;-8.429;7.592208;158.171;-0.1174;0.004235405;127.7619
Andersen & Martini;Denmark;Small Cap;Sällanköpsvaror;Återförsäljare;AM B;Aktier;Q4-2017;1.043189;0.5375;;7;2.606871;0.1386086;1.414879;244.2795;383.55;0.1955361;;;0.10169;;;;21.52267;127.9815;2.081;23.5915;0.000202941;41.51999
Angler Gaming;Sverige;Aktietorget;Sällanköpsvaror;Betting & Spel;ANGL;Aktier;Q1-2018;6.186115;3.193965;0.17296;0.2882667;10.74663;5.290092;9.000689;675.0159;201642.1;0.7893069;0.1517006;0.6003152;1.768514;;;12.03968;17.9383;724.5347;74.464;0.9054;0.002361824;48.77463
Annexin;Sverige;First North;Hälsovård;Bioteknik;ANNX;Aktier;Q1-2018;;;;;-0.7268366;;1.527212;18.359;8993.9;-1.332592;;;-3.869521;;;;-29.42333;23.6;5.9;-5.5033;0.001852617;94.74388
Anoto;Sverige;Small Cap;Informationsteknik;Elektronisk utrustning;ANOT;Aktier;Q1-2018;-0.8902343;-0.7935484;;;-43.58683;2.594358;1.244522;400.1477;990969.6;-0.4419368;-0.5459455;-0.5269675;-0.3936239;;;-155.812;-127.165;403.6147;105.108;-0.0881;0.003749324;96.88899
Apetit;Finland;Small Cap;Dagligvaror;Livsmedel;APETIT;Aktier;Q4-2017;-0.169697;0.007352899;0.76;0.7;-141.5289;0.2698208;0.7561229;74.1126;1551.36;-0.0102282;-0.00443483;-0.006265265;-0.01128485;;;13.64;7.233333;84.9126;6.198;-0.0968;0.000277299;22.23752
Apple;USA;"NYSE & Nasdaq
";Informationsteknik;Elektronisk utrustning;AAPL;Aktier;Q2-2018;1.965425;0.4228159;2.178;2.366667;17.92807;3.863473;7.533921;798522.8;34922260;0.3790564;0.3877448;0.2162313;0.1808742;0.1296531;0.04263752;33713;35479.67;955888.8;5068.877;10.5187;0.006262086;26.01649
AppSpotr;Sverige;Aktietorget;Informationsteknik;Programvara & Internet;APTR;Aktier;Q3-2018;;;;;-2.922673;172.4172;3.967595;37.22613;30809.35;-1.768959;;;-32.82079;;;;-13.51967;43.44913;11.839;-1.2557;0.002438958;107.3326
Apptix;Norge;OB Match;Informationsteknik;IT-Tjänster;APP;Aktier;Q1-2018;-0.7830803;-0.6822804;1.546;0.2333333;-18.61702;;0.1223384;-428.735;204596.6;0.8421662;0.4815944;-10.48044;-21.05384;;;66.61164;79.67757;57.001;81.43;-0.0376;0.003605914;66.10358
Aptahem;Sverige;Aktietorget;Hälsovård;Läkemedel;APTA;Aktier;Q1-2018;;-0.8128814;;;-3.75306;6145.731;1.653475;25.42512;28588.52;-0.4220687;-0.4803348;-3.41763;-1.833201;;;-10.1692;-14.85067;43.02012;15.587;-0.7354;0.001494431;72.83689
AQ Group;Sverige;Mid Cap;Industri;Produktion;AQ;Aktier;Q1-2018;2.447005;0.5914894;2.5;2.75;18.55932;0.8217285;1.949035;3523.953;9532.71;0.1298548;0.1355479;0.1376788;0.1316819;0.08134751;0.0218816;65.4314;69.474;3420.978;18.294;10.0758;0.000313212;29.30414
Aqua Bio Technology;Norge;Oslo Axess;Sällanköpsvaror;Konsument;ABT;Aktier;Q2-2017;-0.6974359;-0.6861702;1.1;1.5;-9.82024;1.231695;0.7899358;-10.0993;15646.66;0.04820121;0.04023778;-0.9398338;-1.593177;;;10.54858;14.0423;40.9637;6.943;-0.6008;0.00221171;55.18542
Aqualis;Norge;OB Standard;Energi;Olja & Gas;AQUA;Aktier;Q1-2018;;-0.469697;;;-3.909367;0.8397145;0.9213831;134.7599;48899.05;-0.1934833;-0.1243125;-0.1812003;-0.2792923;;;-18.67936;-13.60393;213.1794;43.506;-1.2534;0.000978696;48.50109
Arbona A;Sverige;NGM;Informationsteknik;IT-Tjänster;ARBO MTF A;Pref;Q4-2017;-0.0484581;-0.06896546;;;16.07143;1.065535;1.180712;70.10624;1200.79;0.04507644;-0.0153632;-2.274378;0.3876293;-0.000594178;;-18.471;-24.31734;80.27424;37.164;0.1344;8.50E-06;81.95486
Arbona B;Sverige;NGM;Informationsteknik;IT-Tjänster;ARBO MTF B;Aktier;Q4-2017;-0.1707317;-0.212963;;;12.64881;0.8386158;0.929264;53.0108;16534.68;0.04507644;-0.0153632;-2.274378;0.3876293;-0.000594178;;-18.471;-24.31734;63.1788;37.164;0.1344;0.000490785;38.94008
Arc Aroma Pure;Sverige;First North;Hälsovård;Läkemedel;AAP B;Aktier;Q3-2018;5.415026;0.03466665;;;16.69679;20.06136;4.85929;335.7226;13865.41;0.04933856;-0.09218355;-0.08623708;0.08451274;;;-9.1084;-10.34733;342.4876;8.827;2.3238;0.001860942;43.56754
Archelon;Sverige;NGM;Material;Gruv & Metall;ALON B;Aktier;Q4-2017;;0.7951808;;;-10.34722;52.44386;5.912251;11.09687;191564.3;-0.3184706;-0.420578;-0.5860004;-0.4511979;;;-0.4798;-0.1396666;11.32787;76.026;-0.0144;0.00277126;67.51691
Archer;Norge;OB Match;Energi;Olja & Gas;ARCHER;Aktier;Q4-2017;-0.7325243;-0.6021661;;;2.96987;0.2142857;0.9054748;6269.544;1316142;-2.373641;-1.623146;-0.2047475;-0.1806964;;;7.788404;-136.6877;1448.028;131.4;3.7106;0.01054863;48.61082
Arcoma;Sverige;First North;Hälsovård;Sjukvård;ARCOMA;Aktier;Q1-2018;;0.05376344;;;-11.82575;1.316552;3.172249;122.4442;6273.4;-0.2735295;-0.1855758;-0.2036695;-0.2991858;;;-7.4846;-8.252;123.9112;12.644;-0.8287;0.000220568;51.24519
Arctic Minerals;Sverige;First North;Material;Gruv & Metall;ARCT;Aktier;Q4-2017;-0.2231998;1.033333;;;-13.44689;;0.453097;21.06346;41176.85;-0.2679527;-0.1986093;-0.2071294;-0.2804637;;;-1.8576;-1.081667;21.69746;32.336;-0.0499;0.001203607;65.11111
Arctic Paper;Sverige;Small Cap;Material;Skog;ARP;Aktier;Q1-2018;0.1347151;0.3860759;;;11.56649;0.1129557;0.5587869;1374.499;19113.08;0.04476395;0.01972115;0.0125602;0.03193354;;;163.778;102.2626;758.6926;69.287;0.9467;0.000357312;38.94077
Arcus;Norge;OB Match;Dagligvaror;Konsumentprodukter;ARCUS;Aktier;Q1-2018;;;0.958;1.596667;15.55282;1.04155;1.691469;3480.129;52317.78;0.06438501;0.06927949;0.03839945;0.04287318;0.6932931;0.4173535;70.0368;40.96666;2748.129;68.023;2.5976;0.000641272;15.15166
Arendals Fossekompani;Norge;OB Standard;Kraftförsörjning;Energiproducenter;AFK;Aktier;Q4-2017;1.2375;0.8444101;137.8;95.33334;3.279714;1.808987;1.892262;8882.62;99.85;0.2666076;0.1787314;0.1453418;0.2236421;0.4998544;1.47094;931.2;1291.667;8015.62;2.239;1091.559;4.88E-05;43.02358
Arise Windpower;Sverige;Small Cap;Kraftförsörjning;Energiproducenter;ARISE;Aktier;Q1-2018;-0.4273504;-0.33;;;-2.585076;1.650227;0.536225;1427.212;35787.05;-0.1537178;-0.125099;-0.05889904;-0.07258719;;;180;157.3333;447.2116;33.374;-5.1836;0.00109778;25.77531
Arjo;Sverige;Large Cap;Hälsovård;Sjukvård;ARJO B;Aktier;Q1-2018;;;0.2;0.3333333;2037.671;1.052339;1.519694;12652.01;899813.6;0.02332695;0.03167693;0.02980751;0.01928238;;-0.7651466;217.2;110;8103.007;272.37;0.0146;0.002845758;29.50215
Arkil Holding;Denmark;Small Cap;Industri;Byggnation;ARKIL B;Aktier;Q4-2017;1.280374;0.1192661;;13.33333;5.032501;0.1666815;0.6030418;494.18;204.07;0.05584238;;;0.04663504;;;;77.3;523.38;0.429;242.4242;;29.09912
AroCell;Sverige;First North;Hälsovård;Sjukvård;AROC;Aktier;Q1-2018;1.181479;-0.04670662;;;-13.25121;511.7602;5.370851;214.108;131099.4;-0.3069618;-0.2404153;-0.4376609;-0.498678;;;-14.3612;-15.42333;228.245;28.674;-0.6007;0.006992295;135.5939
Asetek;Norge;OB Match;Informationsteknik;Elektronisk utrustning;ASETEK;Aktier;Q1-2018;1.340881;5.782979;1.69;2.816667;74.95533;4.150652;7.33813;1862.412;91611.92;0.1908541;-0.1391279;-0.2765031;0.4528022;;;-3.162139;23.12583;1988.515;24.95;1.0633;0.004580194;58.08085
Asiakastieto;Finland;Mid Cap;Informationsteknik;IT-Tjänster;ATG1V;Aktier;Q1-2018;;1.020202;0.714;0.9333333;30.20844;7.859212;6.427568;502.627;20226.77;0.2019009;0.1441768;0.0883501;0.1224634;;0.09389163;12.4796;11.50433;453.06;15.102;0.9931;0.002281614;35.97676
Aspire Global;Sverige;First North;Sällanköpsvaror;Betting & Spel;ASPIRE;Aktier;Q1-2018;;;;0.5666667;12.94259;1.6834;4.06497;1030.464;38101.47;0.4387785;;;0.8274049;;-0.1877109;;81.32267;1175.832;41.994;2.1634;0.000674316;36.6877
Aspo;Finland;Mid Cap;Industri;Tjänster & Leverans;ASPO;Aktier;Q4-2017;0.6144144;0.2207084;0.33;0.3466667;14.30624;0.55023;2.47138;394.236;7327.91;0.1681996;0.15289;0.08567906;0.08934136;0.1196093;0.01126625;9.196779;8.666634;277.536;30.975;0.6263;0.000224261;15.42652
Aspocomp;Finland;Small Cap;Informationsteknik;Elektronisk utrustning;ACG1V;Aktier;Q1-2018;0.9160306;0.9015151;0.028;0.04666667;12.79959;0.6862788;1.345963;18.69657;2939.32;0.1002238;0.001195034;-0.004700348;0.08998033;;;-0.7086;-0.724;16.08157;6.407;0.1961;0.000344473;45.94753
Assa Abloy;Sverige;Large Cap;Industri;Byggprodukter;ASSA B;Aktier;Q1-2018;1.146292;0.1448307;2.88332;3.2;24.5696;2.785465;3.954916;237646.5;2625111;0.1574007;0.1671032;0.1083498;0.1054927;0.1270551;0.04097936;2430.2;1612;213213.5;1110.776;7.8125;0.002122096;19.74489
AstraZeneca;Sverige;Large Cap;Hälsovård;Läkemedel;AZN;Aktier;Q1-2018;0.894121;0.1321678;23.66;23.716;35.52074;4.443283;7.255011;989305.4;389030.8;0.1904158;0.1573273;0.07072598;0.07140263;0.06487992;-0.01592824;3203.95;7878.957;819861.6;1266;18.2316;0.000252288;19.03797
Atea;Norge;OB Match;Informationsteknik;IT-Tjänster;ATEA;Aktier;Q1-2018;1.252236;0.4717655;6.4;6.5;23.27914;0.3907894;3.88557;13927.4;136317.4;0.162633;0.1443418;0.1393344;0.1687436;0.09968925;0.122396;765.6;864.3333;13059.4;106.174;5.2837;0.00110786;23.80859
Athena Investments;Denmark;Small Cap;Kraftförsörjning;Energiproducenter;ATHENA;Aktier;Q4-2017;-0.0918368;0.1125;;0.1355667;13.78563;2.151235;0.5799736;1862.806;24205.46;0.02565758;;;0.01565647;;;;152.5048;902.1663;101.367;0.6456;0.000147224;34.85227
Atlantic Lumpus;Norge;Merkur Market;Dagligvaror;Livsmedel;ATLU-ME;Aktier;Q4-2017;;;;;17.47319;4.674536;9.141726;123.613;44.85;0.06778873;;;0.09679908;;7.675042;;-4.7795;110.88;3.6;1.7627;1.48E-05;88.483
Atlantic Petroleum;Norge;OB Standard;Energi;Olja & Gas;ATLA NOK;Aktier;Q3-2017;;-0.7785888;;;-1.070273;4.188792;-0.2984925;129.8364;1441.75;-0.1498677;-0.2362004;0.6244602;1.419132;;;-65.50592;24.4732;33.6427;3.697;-8.5025;0.000166903;89.35414
Atlantic Petroleum ddk;Denmark;Small Cap;Energi;Olja & Gas;ATLA DKK;Aktier;Q3-2017;-0.9567647;-0.8045213;;;-0.001069801;0.004231228;-0.000301363;76982.17;4305.39;-0.1498676;-0.2362004;0.6215583;1.413328;;;-60949;20131.67;27.17295;3.697;-6870.436;0.001188434;52.3859
Atlas Copco A;Sverige;Large Cap;Industri;Produktion;ATCO A;Aktier;Q1-2018;1.005939;0.3756789;7.82;6.933333;25.19662;3.901472;6.375293;432897.3;1849931;0.2505291;0.2483975;0.2076694;0.2274529;0.07183249;0.1350761;14451.8;17392.67;430332.3;1213.4;14.0753;0.001500949;23.93112
Atlas Copco B;Sverige;Large Cap;Industri;Produktion;ATCO B;Pref;Q1-2018;1.040532;0.3948053;7.82;6.933333;22.89116;3.544492;5.791963;393522.5;781586.8;0.2505291;0.2483975;0.2076694;0.2274529;0.07183249;0.1350761;14451.8;17392.67;390957.5;1213.4;14.0753;0.000646647;25.01935
Atria;Finland;Mid Cap;Dagligvaror;Livsmedel;ATRAV;Aktier;Q1-2018;0.8025477;0.2508287;0.452;0.4866667;11.80889;0.2208224;0.7699561;568.3937;15380.55;0.0555052;0.05303117;0.03480249;0.03735479;;0.2523033;29.7684;12.03333;319.9938;28.268;0.9586;0.000611533;25.93466
Atrium Ljungberg;Sverige;Large Cap;Finans & Fastighet;Fastigheter;ATRLJ B;Aktier;Q1-2018;0.5327913;0.2349344;3.96;4.316667;7.372801;7.167979;0.9996524;35895.45;64316.75;0.1472511;0.1393836;0.06664996;0.06972456;0.1761845;-0.02814869;-672.92;-1089.333;18837.45;133.221;19.1786;0.000759892;18.54675
Attana;Sverige;NGM;Hälsovård;Läkemedel;ATANA MTF;Aktier;Q4-2017;;;;;-10.78014;15.44262;5.542555;71.1759;;;;;;;;;;74.03191;121.763;-0.0564;0.0513463;
Attendo;Sverige;Large Cap;Hälsovård;Sjukvård;ATT;Aktier;Q1-2018;;;0.86;1.253333;20.90784;1.120769;2.335018;17902.8;170949.3;0.1242816;0.1057211;0.05693433;0.07051731;0.1152866;0.2986372;-298;-676.6667;13129.8;160.413;3.9148;0.00094352;23.369
Atvexa;Sverige;First North;Sällanköpsvaror;Konsument;ATVEXA B;Aktier;Q2-2018;;;;;18.31023;0.5531148;2.797104;545.716;1762.38;0.191661;;;0.234932;;0.2659577;;-16.751;532.826;10.874;2.6761;4.09E-05;21.31189
Auriant Mining;Sverige;First North;Material;Gruv & Metall;AUR;Aktier;Q4-2017;-0.7696078;0.366279;;;-4.379426;0.2920869;-0.449918;644.2371;75964.48;-0.07538145;-8.682483;-0.5335531;-0.2381443;;;17.395;72.55367;83.68115;35.609;-0.5366;0.001866794;35.56717
Austevoll Seafood;Norge;OB Match;Dagligvaror;Livsmedel;AUSS;Aktier;Q1-2018;1.691429;1.170507;2.46;2.7;11.07024;0.9325498;0.9131452;22877.9;518155.1;0.07515217;0.06468638;0.04759056;0.0565331;0.1281306;0.3367006;1443.694;1591.915;19095.94;202.717;8.5093;0.002866957;31.93386
Autoliv;Sverige;Large Cap;Industri;Produktion;ALIV SDB;Aktier;Q1-2018;1.498113;0.2327747;18.97152;19.4336;35.52589;1.37514;3.183874;119945.5;299480.1;0.1107623;0.1199814;0.09788246;0.083437;0.023471;-0.05657686;1324.191;1035.391;116644.4;88.1;37.2686;0.00308594;25.25578
Avance Gas;Norge;OB Match;Energi;Olja & Gas;AVANCE;Aktier;Q1-2018;;-0.8163404;16.75814;2.691667;-3.313475;1.614278;0.4401922;4706.218;680047.9;-0.1391819;0.02192323;0.02856805;-0.07072569;;;-535.1675;181.7853;1391.91;64.5;-6.5128;0.01024072;38.86856
Avanza;Sverige;Large Cap;Finans & Fastighet;Bank;AZA;Aktier;Q1-2018;1.983529;0.2259668;9.8;10.5;35.17839;13.24846;10.7891;43447.7;92077.16;0.2924457;0.3105294;0.003759032;0.00346579;0.1359445;-0.03924969;-1135.2;327.3333;13367.7;30.121;12.6157;0.002386777;35.31855
Awardit;Sverige;First North;Informationsteknik;IT-Tjänster;AWRD;Aktier;Q1-2018;;;1.954;2.09;26.31579;6.299406;12.70266;290.3894;4282.72;0.6595832;0.7691014;3.340066;3.035832;0.09676183;0.04967152;10.44975;10.66467;304.3684;5.194;2.2268;0.000819503;49.10013
Avensia;Sverige;First North;Informationsteknik;IT-Tjänster;AVEN;Aktier;Q1-2018;11.39583;1.203704;0.342;0.17;44.43615;2.225568;10.85661;403.3246;31672.45;0.2751269;0.5817445;0.7388126;0.4676862;0.05896035;-0.3410145;13.3426;9.939;422.9736;35.544;0.2678;0.001171461;38.05962
Awilco Drilling;Norge;Oslo Axess;Energi;Olja & Gas;AWDR;Aktier;Q1-2018;-0.5031579;-0.05599998;12.8558;5.929333;7.233051;1.329561;0.5755655;1397.759;52319.51;0.08662818;0.2693644;0.2657371;0.09220364;-0.235052;-0.3899806;574.6332;215.2938;1417.51;30.032;6.5256;0.00261714;46.47978
Awilco LNG;Norge;Oslo Axess;Industri;Tjänster & Leverans;ALNG;Aktier;Q4-2017;-0.6685715;-0.4341463;;;-2.479427;3.858153;0.6207219;2470.432;102994.8;-0.218424;-0.1326277;-0.04837167;-0.07949938;;;-152.6059;231.0069;615.0227;132.548;-1.8714;0.000510068;53.07476
Avocent Mining;Norge;OB Match;Material;Gruv & Metall;AVM;Aktier;Q2-2017;-0.8472222;-0.6944444;;;-0.8950366;0.06663742;-0.06014917;382.852;19166.1;-0.05522681;-0.5902269;-2.46058;-0.08152724;;;-104.3324;63.25354;33.47734;20.2893;-1.8435;0.000691739;59.52496
Avtech;Sverige;First North;Industri;Tjänster & Leverans;AVT B;Aktier;Q1-2018;3.134043;-0.5550562;;;-72.26277;15.01079;7.685938;204.9608;39434.09;-0.1874763;-0.1880237;-0.6268137;-0.6564928;;;-7.7;-7.233334;223.6608;56.48;-0.0548;0.000775147;52.89172
Axactor;Norge;OB Match;Finans & Fastighet;Bank;AXA;Aktier;Q1-2018;;1.941935;;;117.8295;3.556995;1.408894;5537.672;876448.8;-0.01328738;;;-0.02002787;;;;-2625.759;3355.671;122.6488;0.2322;0.005017496;29.04702
Axfood;Sverige;Large Cap;Dagligvaror;Livsmedel;AXFO;Aktier;Q1-2018;1.330832;0.2488514;6.65;6.666667;22.94243;0.7318316;10.92213;34374.96;496120.2;0.3767706;0.3400119;0.3523605;0.3708735;0.08616378;0.03110711;1620.6;1637.333;34229.96;209.871;7.1091;0.002431156;24.42605
aXichem;Sverige;First North;Hälsovård;Bioteknik;AXIC A;Aktier;Q1-2018;1.535088;2.440476;;;-55.67328;3820.477;13.34207;424.5974;31003.86;-0.2014565;-0.2368356;-0.2622318;-0.2013003;;;-11.2656;-10.72733;427.8934;14.806;-0.5191;0.003207971;72.84728
Axis;Sverige;Large Cap;Informationsteknik;Elektronisk utrustning;AXIS;Aktier;Q1-2018;0.8901734;0.01552795;0.19;;30.91175;2.630733;7.010632;21177.55;565.34;0.2514149;0.3240521;0.4776225;0.3650879;0.08953446;0.04059964;463.86;412.5667;22713.75;69.461;10.5785;8.32E-06;11.86315
Axkid;Sverige;Aktietorget;Sällanköpsvaror;Konsument;AXKID;Aktier;Q1-2018;;0.3296089;;;17.52835;1.177545;4.106368;114.824;25738.95;0.1430824;-0.07721166;-0.01612122;0.1528992;;;-4.2385;-1.5455;115.43;9.7;0.6789;0.001863818;35.94289
Ayima;Sverige;Aktietorget;Informationsteknik;IT-Tjänster;AYIMA;Aktier;Q1-2018;;;;;-27.64108;0.9479012;2.843704;139.404;20208.44;-0.01492706;;;-0.01518881;;;;-13.2;138.204;5.235;-0.9551;0.001302002;87.20106
B2Holding;Norge;OB Match;Finans & Fastighet;Bank;B2H;Aktier;Q1-2018;;1.239521;0.15;0.25;13.03681;3.120283;1.781427;13757.19;709997.5;0.121504;0.103311;0.04248434;0.04506183;0.8584599;0.3152794;-2057.572;-2848.653;6902.544;369.12;1.4344;0.00211506;27.3916
B3IT Management;Sverige;Small Cap;Informationsteknik;IT-Tjänster;B3IT;Aktier;Q1-2018;;;2.018;2.146667;26.08998;1.020303;5.617241;695.79;6249.05;0.2330662;0.3626885;0.3042664;0.2495167;;0.02529845;-3;-11;667.89;7.421;3.4496;0.000747314;25.53183
Bactiguard;Sverige;Small Cap;Hälsovård;Läkemedel;BACTI B;Aktier;Q1-2018;;1.509091;;;-60.05222;6.313999;2.433165;1071.534;22155.89;-0.03923764;-0.07288245;-0.05636718;-0.02964893;;;-23.7994;-10.823;919.1352;33.302;-0.4596;0.000791906;50.96225
Bahnhof;Sverige;Aktietorget;Telekommunikation;Telekommunikationstjänster;BAHN B;Aktier;Q1-2018;5.666667;1.993197;0.39;0.4416667;43.25033;3.379343;11.99768;3317.051;74736.64;0.2951089;0.3295585;0.9330867;0.7982406;0.08964763;0.08346584;72.70061;93.58967;3549.645;107.565;0.763;0.000728426;31.47173
Bakkafrost;Norge;OBX;Dagligvaror;Livsmedel;BAKKA;Aktier;Q1-2018;5.122744;1.08867;11.0061;12.551;22.51068;4.181575;4.132862;20718.33;161006.7;0.233957;0.2658812;0.2091674;0.1892481;0.0826552;-0.03850728;661.9368;788.4677;20587.74;48.556;18.8355;0.003168657;29.18047
Balco Group;Sverige;Small Cap;Industri;Byggprodukter;BALCO;Aktier;Q1-2018;;;0.4;0.6666667;29.73717;1.455939;3.624637;1590.804;38623.34;0.1020654;0.04705798;0.03802561;0.06667108;;0.3642451;60.06;69.76667;1457.104;21.428;2.2867;0.001431996;28.56482
Baltic Sea Properties;Norge;Merkur Market;Finans & Fastighet;Fastigheter;BALT-ME;Aktier;Q3-2017;;;;;;;;0.03;164.25;;;;;;;;;0.03;0.001;;;47.53389
Bambuser;Sverige;First North;Informationsteknik;IT-Tjänster;BUSER;Aktier;Q4-2017;;;;;-0.3589547;0.7328557;0.420842;-15.74175;36831.63;;;;;;;;;11.38125;15.175;-2.0894;0.000781599;128.1518
Bang & Olufsen;Denmark;Mid Cap;Informationsteknik;Elektronisk utrustning;BO;Aktier;Q3-2018;1.453571;1.368966;;;-125.2279;1.831195;3.65765;5115.268;100112;-0.07435644;;;-0.1080736;;;;50.63333;5935.268;43.197;-1.0972;0.001891454;41.13694
BankNordik;Denmark;Mid Cap;Finans & Fastighet;Bank;BNORDIK CSE;Aktier;Q1-2018;0.1039604;-0.09349594;;12.66667;4.250955;1.804747;0.6016837;1248.935;5158.96;0.1202872;;;0.01431144;;;;173.4227;1115;10;26.2294;0.000420846;20.67969
Basware;Finland;Mid Cap;Informationsteknik;IT-Tjänster;BAS1V;Aktier;Q1-2018;1;-0.03597122;0.02;;1675;3.881628;4.797988;570.8636;12266.15;-0.06789095;-0.03213122;-0.02451155;-0.05849367;-0.347492;-0.5205782;-11.2736;-14.765;576.5886;14.343;0.024;0.000476931;29.07985
Bavarian Nordic;Denmark;Mid Cap;Hälsovård;Bioteknik;BAVA;Aktier;Q4-2017;1.839568;-0.4117734;;;34.19685;4.526019;2.474299;4019.523;413716.9;;;;;;;;;6201.329;31.423;5.771;0.01572679;49.39003
Bayn Europe;Sverige;First North;Dagligvaror;Livsmedel;BAYN;Aktier;Q1-2018;;-0.8916667;;;-0.574611;1.672117;2.442903;11.16565;45559.64;-2.545285;-1.789948;-1.350926;-1.522446;;;-8.4882;-9.96;6.53965;10.061;-1.1312;0.004332541;81.04685
BBS-Bioactive Bone;Sverige;First North;Hälsovård;Läkemedel;BONES;Aktier;Q4-2017;;;;;-4.361977;965.5156;17.86351;279.6911;;-1.461019;;;-0.2156163;;;;-11.60953;198.51;5.09;-8.9409;9.31E-05;
BBS-Bioactive Bone FI;Finland;First North;Hälsovård;Läkemedel;BONEH;Aktier;Q4-2017;;;;;-4.484305;0.99255;0.01836355;7916.851;;-1.461012;;;-0.2156169;;;;-1129.333;19.851;5.09;-0.8697;0.000165855;
BE Group;Sverige;Small Cap;Industri;Handel & Distribution;BEGR;Aktier;Q1-2018;-0.8022058;0.4888268;;;23.30055;0.1559974;0.8122119;1195.005;18046.98;0.01307269;-0.05563329;-0.03026884;0.008304432;;;19.2;78.33334;692.0046;12.9832;2.2875;0.001516799;36.37265
Beijer Alma;Sverige;Mid Cap;Industri;Produktion;BEIA B;Aktier;Q1-2018;0.8799279;0.3874468;4.65;4.75;19.58994;1.942456;4.24739;8606.47;24604.92;0.1943133;0.1915773;0.1884029;0.1933614;0.06780026;0.04289749;198.7;198.5667;7859.37;60.262;6.6575;0.00048365;26.90281
Beijer Electronics;Sverige;Small Cap;Informationsteknik;Elektronisk utrustning;BELE;Aktier;Q1-2018;-0.4189473;-0.3157025;0.5;;175.3494;0.9421721;1.926213;1641.224;14199.66;-0.1001203;-0.02643103;-0.0109073;-0.05085515;-0.3668281;-0.4271876;-8.353399;-41.00433;1184.081;28.601;0.2361;0.000444761;39.2238
Beijer Ref;Sverige;Mid Cap;Industri;Handel & Distribution;BEIJ B;Aktier;Q1-2018;3.120805;1.579832;1.81662;1.888833;34.92208;1.906726;5.442168;21541.05;89377.85;0.14736;0.1403927;0.09758867;0.1018156;0.1905605;0.1513045;129.54;105.6667;19521.05;127.173;4.3955;0.000996913;35.09595
